code_module,code_presentation,id_student,date_registration
BBB,2013J,598907,-53.0
BBB,2013J,598914,-56.0
BBB,2013J,598969,-67.0
BBB,2013J,598986,-63.0
BBB,2013J,599016,-28.0
BBB,2013J,599037,-67.0
BBB,2013J,599161,-43.0
BBB,2013J,599230,-67.0
BBB,2013J,599292,-60.0
BBB,2013J,599402,-49.0
BBB,2013J,599423,-66.0
BBB,2013J,599427,-29.0
BBB,2013J,599432,-67.0
BBB,2013J,599434,-58.0
BBB,2013J,599456,-66.0
BBB,2013J,599475,-45.0
BBB,2013J,599606,-53.0
BBB,2013J,599639,-36.0
BBB,2013J,599640,-66.0
BBB,2013J,599644,-36.0
BBB,2013J,599709,-15.0
BBB,2013J,599739,-10.0
BBB,2013J,599748,-27.0
BBB,2013J,599785,-66.0
BBB,2013J,599787,-66.0
BBB,2013J,599794,-66.0
BBB,2013J,599802,-66.0
BBB,2013J,599836,-46.0
BBB,2013J,599840,-65.0
BBB,2013J,599895,-65.0
BBB,2013J,599908,-46.0
BBB,2013J,599960,-43.0
BBB,2013J,600006,-43.0
BBB,2013J,600121,-63.0
BBB,2013J,600211,-15.0
BBB,2013J,600218,-57.0
BBB,2013J,600254,-25.0
BBB,2013J,600263,-43.0
BBB,2013J,600279,-59.0
BBB,2013J,600370,-3.0
BBB,2013J,600407,-63.0
BBB,2013J,600428,-63.0
BBB,2013J,600449,-44.0
BBB,2013J,600470,-31.0
BBB,2013J,600476,-1.0
BBB,2013J,600490,-36.0
BBB,2013J,600541,-49.0
BBB,2013J,600579,-50.0
BBB,2013J,600681,-63.0
BBB,2013J,600684,-30.0
BBB,2013J,600740,-62.0
BBB,2013J,600749,-60.0
BBB,2013J,600770,-36.0
BBB,2013J,600771,-53.0
BBB,2013J,600833,-38.0
BBB,2013J,600844,-60.0
BBB,2013J,600845,-31.0
BBB,2013J,600856,-44.0
BBB,2013J,600966,-21.0
BBB,2013J,600967,-60.0
BBB,2013J,600999,-58.0
BBB,2013J,601243,-29.0
BBB,2013J,601251,-60.0
BBB,2013J,601269,-46.0
BBB,2013J,601346,-46.0
BBB,2013J,601424,-56.0
BBB,2013J,601455,-11.0
BBB,2013J,601472,-3.0
BBB,2013J,601491,-58.0
BBB,2013J,601497,-28.0
BBB,2013J,601499,-28.0
BBB,2013J,601504,-3.0
BBB,2013J,601505,-30.0
BBB,2013J,601551,-30.0
BBB,2013J,601558,-12.0
BBB,2013J,601635,-29.0
BBB,2013J,601655,-59.0
BBB,2013J,601706,-58.0
BBB,2013J,601885,-58.0
BBB,2013J,601887,-58.0
BBB,2013J,601896,-53.0
BBB,2013J,601934,-52.0
BBB,2013J,601951,-52.0
BBB,2013J,602009,-58.0
BBB,2013J,602011,-25.0
BBB,2013J,602014,-35.0
BBB,2013J,602032,-57.0
BBB,2013J,602066,-35.0
BBB,2013J,602147,-18.0
BBB,2013J,602245,-45.0
BBB,2013J,602324,-56.0
BBB,2013J,602395,-56.0
BBB,2013J,602458,-46.0
BBB,2013J,602483,-29.0
BBB,2013J,602496,-32.0
BBB,2013J,602598,-53.0
BBB,2013J,602631,-31.0
BBB,2013J,602634,-29.0
BBB,2013J,602652,-45.0
BBB,2013J,602666,-53.0
BBB,2013J,602739,-53.0
BBB,2013J,602767,-53.0
BBB,2013J,602803,-52.0
BBB,2013J,602826,-53.0
BBB,2013J,602863,-31.0
BBB,2013J,602971,-53.0
BBB,2013J,603012,-31.0
BBB,2013J,603035,-49.0
BBB,2013J,603036,-53.0
BBB,2013J,603038,-53.0
BBB,2013J,603052,-53.0
BBB,2013J,603113,-53.0
BBB,2013J,603123,-36.0
BBB,2013J,603165,-35.0
BBB,2013J,603210,-4.0
BBB,2013J,603265,-28.0
BBB,2013J,603270,-52.0
BBB,2013J,603287,-46.0
BBB,2013J,603296,-30.0
BBB,2013J,603398,-30.0
BBB,2013J,603440,-52.0
BBB,2013J,603446,-52.0
BBB,2013J,603471,-43.0
BBB,2013J,603516,-51.0
BBB,2013J,603601,-32.0
BBB,2013J,603627,-28.0
BBB,2013J,603661,-30.0
BBB,2013J,603789,-22.0
BBB,2013J,603818,-32.0
BBB,2013J,603908,-22.0
BBB,2013J,603910,-15.0
BBB,2013J,603912,-28.0
BBB,2013J,604079,-49.0
BBB,2013J,604095,-36.0
BBB,2013J,604116,-22.0
BBB,2013J,604118,-38.0
BBB,2013J,604147,-32.0
BBB,2013J,604151,-19.0
BBB,2013J,604154,-3.0
BBB,2013J,604161,-15.0
BBB,2013J,604187,-32.0
BBB,2013J,604196,-22.0
BBB,2013J,604200,-42.0
BBB,2013J,604204,-3.0
BBB,2013J,604238,-42.0
BBB,2013J,604292,-38.0
BBB,2013J,604298,-32.0
BBB,2013J,604315,-49.0
BBB,2013J,604356,-49.0
BBB,2013J,604523,-30.0
BBB,2013J,604543,-38.0
BBB,2013J,604556,-37.0
BBB,2013J,604610,-35.0
BBB,2013J,604731,-42.0
BBB,2013J,604752,-46.0
BBB,2013J,604916,-22.0
BBB,2013J,604917,-24.0
BBB,2013J,604919,-36.0
BBB,2013J,604921,-4.0
BBB,2013J,604923,-8.0
BBB,2013J,604932,-8.0
BBB,2013J,604939,-46.0
BBB,2013J,604942,-5.0
BBB,2013J,604951,-29.0
BBB,2013J,604962,-8.0
BBB,2013J,604966,-8.0
BBB,2013J,604982,-8.0
BBB,2013J,605009,-37.0
BBB,2013J,605102,-45.0
BBB,2013J,605207,-31.0
BBB,2013J,605246,-30.0
BBB,2013J,605255,-36.0
BBB,2013J,605292,-38.0
BBB,2013J,605309,-45.0
BBB,2013J,605327,-31.0
BBB,2013J,605390,-31.0
BBB,2013J,605438,-38.0
BBB,2013J,605494,-44.0
BBB,2013J,605505,-37.0
BBB,2013J,605594,-35.0
BBB,2013J,605595,-44.0
BBB,2013J,605679,-36.0
BBB,2013J,605691,-32.0
BBB,2013J,605832,-21.0
BBB,2013J,605854,-38.0
BBB,2013J,605882,-3.0
BBB,2013J,605914,-22.0
BBB,2013J,605916,-44.0
BBB,2013J,605930,-17.0
BBB,2013J,606063,-43.0
BBB,2013J,606097,-35.0
BBB,2013J,606179,-43.0
BBB,2013J,606194,-10.0
BBB,2013J,606229,-42.0
BBB,2013J,606333,-42.0
BBB,2013J,606355,-42.0
BBB,2013J,606377,-38.0
BBB,2013J,606388,-17.0
BBB,2013J,606410,-22.0
BBB,2013J,606412,-17.0
BBB,2013J,606414,-22.0
BBB,2013J,606420,-8.0
BBB,2013J,606422,-31.0
BBB,2013J,606426,-2.0
BBB,2013J,606450,-25.0
BBB,2013J,606458,-1.0
BBB,2013J,606465,-22.0
BBB,2013J,606477,-21.0
BBB,2013J,606546,-42.0
BBB,2013J,606562,-42.0
BBB,2013J,606572,-30.0
BBB,2013J,606607,-22.0
BBB,2013J,606627,-29.0
BBB,2013J,606651,-38.0
BBB,2013J,606685,-21.0
BBB,2013J,606697,-10.0
BBB,2013J,606736,-38.0
BBB,2013J,606762,-38.0
BBB,2013J,606797,-29.0
BBB,2013J,606827,-38.0
BBB,2013J,606972,-30.0
BBB,2013J,607062,-31.0
BBB,2013J,607080,-31.0
BBB,2013J,607097,-38.0
BBB,2013J,607286,-22.0
BBB,2013J,607300,10.0
BBB,2013J,607309,-38.0
BBB,2013J,607382,-38.0
BBB,2013J,607398,-37.0
BBB,2013J,607493,-22.0
BBB,2013J,607517,-36.0
BBB,2013J,607607,-36.0
BBB,2013J,607642,-19.0
BBB,2013J,607699,-35.0
BBB,2013J,607725,-24.0
BBB,2013J,607735,-29.0
BBB,2013J,607778,-37.0
BBB,2013J,607804,-28.0
BBB,2013J,607808,-31.0
BBB,2013J,607848,-28.0
BBB,2013J,607861,-37.0
BBB,2013J,607887,-36.0
BBB,2013J,607888,-30.0
BBB,2013J,607889,-29.0
BBB,2013J,607892,-28.0
BBB,2013J,607909,-29.0
BBB,2013J,607914,-36.0
BBB,2013J,607937,-8.0
BBB,2013J,608000,-35.0
BBB,2013J,608026,-36.0
BBB,2013J,608038,-36.0
BBB,2013J,608041,-36.0
BBB,2013J,608047,-36.0
BBB,2013J,608060,-30.0
BBB,2013J,608197,-17.0
BBB,2013J,608264,-36.0
BBB,2013J,608419,-35.0
BBB,2013J,608497,-21.0
BBB,2013J,608564,-32.0
BBB,2013J,608578,-29.0
BBB,2013J,608623,-35.0
BBB,2013J,608647,-3.0
BBB,2013J,608719,-35.0
BBB,2013J,608738,-32.0
BBB,2013J,608766,-22.0
BBB,2013J,608939,-32.0
BBB,2013J,608942,-28.0
BBB,2013J,609010,-32.0
BBB,2013J,609046,-29.0
BBB,2013J,609047,-22.0
BBB,2013J,609107,-30.0
BBB,2013J,609190,-1.0
BBB,2013J,609193,-32.0
BBB,2013J,609230,-29.0
BBB,2013J,609307,-31.0
BBB,2013J,609388,-32.0
BBB,2013J,609422,-32.0
BBB,2013J,609510,-25.0
BBB,2013J,609679,-25.0
BBB,2013J,609704,-25.0
BBB,2013J,609764,-24.0
BBB,2013J,609804,-29.0
BBB,2013J,609811,-29.0
BBB,2013J,609812,-29.0
BBB,2013J,609815,-29.0
BBB,2013J,609817,-29.0
BBB,2013J,609850,-28.0
BBB,2013J,609860,-29.0
BBB,2013J,609864,-29.0
BBB,2013J,609871,-29.0
BBB,2013J,609873,-29.0
BBB,2013J,609887,-31.0
BBB,2013J,610032,-21.0
BBB,2013J,610059,-22.0
BBB,2013J,610118,-31.0
BBB,2013J,610260,-28.0
BBB,2013J,610362,-30.0
BBB,2013J,610392,-30.0
BBB,2013J,610423,-29.0
BBB,2013J,610428,-30.0
BBB,2013J,610449,-29.0
BBB,2013J,610553,-30.0
BBB,2013J,610700,-29.0
BBB,2013J,610725,-29.0
BBB,2013J,610731,-29.0
BBB,2013J,610740,-29.0
BBB,2013J,610744,-29.0
BBB,2013J,610745,-29.0
BBB,2013J,610748,-29.0
BBB,2013J,610750,-29.0
BBB,2013J,610751,-29.0
BBB,2013J,610763,-29.0
BBB,2013J,610770,-29.0
BBB,2013J,610772,-29.0
BBB,2013J,610776,-29.0
BBB,2013J,610780,-28.0
BBB,2013J,610783,-28.0
BBB,2013J,610802,-29.0
BBB,2013J,610804,-29.0
BBB,2013J,610906,-29.0
BBB,2013J,611004,-29.0
BBB,2013J,611012,-29.0
BBB,2013J,611017,-29.0
BBB,2013J,611023,-29.0
BBB,2013J,611046,-29.0
BBB,2013J,611048,-29.0
BBB,2013J,611051,-29.0
BBB,2013J,611060,-29.0
BBB,2013J,611096,-29.0
BBB,2013J,611182,-27.0
BBB,2013J,611228,-28.0
BBB,2013J,611268,-28.0
BBB,2013J,611315,-28.0
BBB,2013J,611345,-28.0
BBB,2013J,611383,-16.0
BBB,2013J,611531,-21.0
BBB,2013J,611688,-22.0
BBB,2013J,611690,-4.0
BBB,2013J,612050,-5.0
BBB,2013J,612210,-24.0
BBB,2013J,612217,-15.0
BBB,2013J,612252,-24.0
BBB,2013J,612255,-24.0
BBB,2013J,612355,-24.0
BBB,2013J,612361,-24.0
BBB,2013J,612484,-4.0
BBB,2013J,612488,-8.0
BBB,2013J,612517,-16.0
BBB,2013J,612656,-22.0
BBB,2013J,612658,-22.0
BBB,2013J,612661,-22.0
BBB,2013J,612684,-22.0
BBB,2013J,612757,-22.0
BBB,2013J,612891,-2.0
BBB,2013J,613051,-8.0
BBB,2013J,613158,-1.0
BBB,2013J,613159,-2.0
BBB,2013J,613160,-2.0
BBB,2013J,613162,2.0
BBB,2013J,613164,-8.0
BBB,2013J,613171,-21.0
BBB,2013J,613173,-21.0
BBB,2013J,613175,-7.0
BBB,2013J,613176,-7.0
BBB,2013J,613177,-7.0
BBB,2013J,613191,-7.0
BBB,2013J,613196,-7.0
BBB,2013J,613199,5.0
BBB,2013J,613200,2.0
BBB,2013J,613203,-7.0
BBB,2013J,613208,-7.0
BBB,2013J,613273,-7.0
BBB,2013J,613293,-7.0
BBB,2013J,613298,2.0
BBB,2013J,613416,-20.0
BBB,2013J,613418,-20.0
BBB,2013J,613735,-18.0
BBB,2013J,613738,-18.0
BBB,2013J,614013,-17.0
BBB,2013J,614064,-16.0
BBB,2013J,614068,-16.0
BBB,2013J,614072,-16.0
BBB,2013J,614148,2.0
BBB,2013J,614495,4.0
BBB,2013J,614546,-15.0
BBB,2013J,614556,-15.0
BBB,2013J,615127,-12.0
BBB,2013J,615148,-12.0
BBB,2013J,616342,-11.0
BBB,2013J,616502,-10.0
BBB,2013J,616735,-9.0
BBB,2013J,617116,-5.0
BBB,2013J,617472,-5.0
BBB,2013J,619082,5.0
BBB,2013J,619941,5.0
BBB,2013J,1018682,-109.0
BBB,2013J,1105438,-174.0
BBB,2013J,1170618,32.0
BBB,2013J,1340766,-43.0
BBB,2013J,1399285,-36.0
BBB,2013J,1405594,-38.0
BBB,2013J,1411627,-100.0
BBB,2013J,1413989,-114.0
BBB,2013J,1421720,-178.0
BBB,2013J,1440341,-63.0
BBB,2013J,1467014,-16.0
BBB,2013J,1503056,-31.0
BBB,2013J,1521687,-31.0
BBB,2013J,1536774,-74.0
BBB,2013J,1541133,-80.0
BBB,2013J,1588208,-52.0
BBB,2013J,1594621,-29.0
BBB,2013J,1624707,-22.0
BBB,2013J,1627017,-22.0
BBB,2013J,1695710,-101.0
BBB,2013J,1726951,-65.0
BBB,2013J,1731564,2.0
BBB,2013J,1759851,-38.0
BBB,2013J,1771053,-135.0
BBB,2013J,1778145,-52.0
BBB,2013J,1781804,-156.0
BBB,2013J,1797168,-144.0
BBB,2013J,1866742,-65.0
BBB,2013J,1886295,-95.0
BBB,2013J,1889565,-29.0
BBB,2013J,1903677,-129.0
BBB,2013J,1910175,-66.0
BBB,2013J,1934047,-128.0
BBB,2013J,1935487,-10.0
BBB,2013J,1939695,-52.0
BBB,2013J,1941248,-141.0
BBB,2013J,1946308,-57.0
BBB,2013J,1963287,-53.0
BBB,2013J,1988213,-24.0
BBB,2013J,1990650,-84.0
BBB,2013J,1993672,-51.0
BBB,2013J,1998790,-51.0
BBB,2013J,2001687,-29.0
BBB,2013J,2002046,-15.0
BBB,2013J,2006283,-22.0
BBB,2013J,2009558,-193.0
BBB,2013J,2022801,-30.0
BBB,2013J,2023561,-44.0
BBB,2013J,2029037,-171.0
BBB,2013J,2034300,-91.0
BBB,2013J,2044036,-108.0
BBB,2013J,2056947,-30.0
BBB,2013J,2061889,-45.0
BBB,2013J,2062995,-78.0
BBB,2013J,2072166,-63.0
BBB,2013J,2075158,-109.0
BBB,2013J,2075264,-100.0
BBB,2013J,2078479,-66.0
BBB,2013J,2078768,-30.0
BBB,2013J,2082318,-171.0
BBB,2013J,2083576,-32.0
BBB,2013J,2095379,-28.0
BBB,2013J,2111015,-22.0
BBB,2013J,2111666,-9.0
BBB,2013J,2115711,-58.0
BBB,2013J,2128304,-67.0
BBB,2013J,2132966,-28.0
BBB,2013J,2140444,-53.0
BBB,2013J,2147687,-148.0
BBB,2013J,2147929,-106.0
BBB,2013J,2153026,-108.0
BBB,2013J,2160453,-195.0
BBB,2013J,2164944,-71.0
BBB,2013J,2174835,-63.0
BBB,2013J,2187146,-45.0
BBB,2013J,2192113,-31.0
BBB,2013J,2196054,-53.0
BBB,2013J,2210666,-114.0
BBB,2013J,2210681,-38.0
BBB,2013J,2211448,-52.0
BBB,2013J,2211630,-49.0
BBB,2013J,2214631,-4.0
BBB,2013J,2225190,-65.0
BBB,2013J,2226301,-43.0
BBB,2013J,2227004,-88.0
BBB,2013J,2229783,-35.0
BBB,2013J,2239140,-167.0
BBB,2013J,2242290,-94.0
BBB,2013J,2262671,-74.0
BBB,2013J,2266650,-28.0
BBB,2013J,2271644,-10.0
BBB,2013J,2271743,-31.0
BBB,2013J,2272630,-84.0
BBB,2013J,2273256,-52.0
BBB,2013J,2276893,-49.0
BBB,2013J,2280314,-67.0
BBB,2013J,2282129,-31.0
BBB,2013J,2284583,-22.0
BBB,2013J,2291034,-109.0
BBB,2013J,2294490,-102.0
BBB,2013J,2296908,-43.0
BBB,2013J,2299338,-18.0
BBB,2013J,2313615,-94.0
BBB,2013J,2318763,-149.0
BBB,2013J,2320306,-190.0
BBB,2013J,2334319,-28.0
BBB,2013J,2338586,-22.0
BBB,2013J,2346025,-71.0
BBB,2013J,2349825,-161.0
BBB,2013J,2356809,5.0
BBB,2013J,2363875,-53.0
BBB,2013J,2382253,-143.0
BBB,2013J,2383103,-53.0
BBB,2013J,2390117,-83.0
BBB,2013J,2392824,-60.0
BBB,2013J,2396786,-4.0
BBB,2013J,2400851,-31.0
BBB,2013J,2411595,-24.0
BBB,2013J,2415414,-14.0
BBB,2013J,2416774,-60.0
BBB,2013J,2420909,-2.0
BBB,2013J,2421929,1.0
BBB,2013J,2425156,-36.0
BBB,2013J,2444641,-45.0
BBB,2013J,2451269,-25.0
BBB,2013J,2452289,-102.0
BBB,2013J,2453657,-83.0
BBB,2013J,2455066,-16.0
BBB,2013J,2455578,-4.0
BBB,2013J,2459051,-60.0
BBB,2013J,2460002,-30.0
BBB,2013J,2463213,-148.0
BBB,2013J,2463950,-144.0
BBB,2013J,2464683,-67.0
BBB,2013J,2465209,-46.0
BBB,2013J,2468280,-170.0
BBB,2013J,2468706,-32.0
BBB,2013J,2473780,-100.0
BBB,2013J,2476144,-30.0
BBB,2013J,2481657,-153.0
BBB,2013J,2487785,-141.0
BBB,2013J,2488714,-155.0
BBB,2013J,2496235,-38.0
BBB,2013J,2509297,-113.0
BBB,2013J,2510414,-129.0
BBB,2013J,2512392,-67.0
BBB,2013J,2513083,-100.0
BBB,2013J,2514379,-60.0
BBB,2013J,2518589,-81.0
BBB,2013J,2522312,-88.0
BBB,2013J,2528352,-128.0
BBB,2013J,2529306,-36.0
BBB,2013J,2532647,-25.0
BBB,2013J,2539817,-28.0
BBB,2013J,2539858,-31.0
BBB,2013J,2540724,-65.0
BBB,2013J,2544448,-30.0
BBB,2013J,2545488,-91.0
BBB,2013J,2550290,-58.0
BBB,2013J,2553890,-53.0
BBB,2013J,2557885,-137.0
BBB,2013J,2564744,-32.0
BBB,2013J,2567158,-120.0
BBB,2013J,2573353,-74.0
BBB,2013J,2573570,-172.0
BBB,2013J,2575994,-116.0
BBB,2013J,2578802,-18.0
BBB,2013J,2579673,-11.0
BBB,2013J,2579817,-15.0
BBB,2013J,2583791,-121.0
BBB,2013J,2584834,-60.0
BBB,2013J,2585937,-80.0
BBB,2013J,2587329,-22.0
BBB,2013J,2587950,-57.0
BBB,2013J,2588742,-71.0
BBB,2013J,2591421,-30.0
BBB,2013J,2607641,-3.0
BBB,2013J,2617839,-29.0
BBB,2013J,2619107,-84.0
BBB,2013J,2620279,-30.0
BBB,2013J,2620432,-22.0
BBB,2013J,2625315,-59.0
BBB,2013J,2625752,-51.0
BBB,2013J,2631545,-134.0
BBB,2013J,2632668,-137.0
BBB,2013J,2638377,-56.0
BBB,2013J,2638818,-44.0
BBB,2013J,2642717,-42.0
BBB,2013J,2648206,-81.0
BBB,2013J,2650236,-80.0
BBB,2013J,2656860,-28.0
BBB,2013J,2657960,-135.0
BBB,2013J,2662716,-99.0
BBB,2013J,2664036,-25.0
BBB,2013J,2680344,-25.0
BBB,2013J,2680885,-141.0
BBB,2013J,2690077,-170.0
BBB,2013J,2691100,-141.0
BBB,2013J,2691566,-109.0
BBB,2013J,2693772,-49.0
BBB,2014B,25629,-156.0
BBB,2014B,25997,-139.0
BBB,2014B,27891,-191.0
BBB,2014B,38941,-24.0
BBB,2014B,50069,-134.0
BBB,2014B,52426,-32.0
BBB,2014B,55968,-29.0
BBB,2014B,59725,-29.0
BBB,2014B,60416,-64.0
BBB,2014B,60830,-32.0
BBB,2014B,63721,-73.0
BBB,2014B,64275,-26.0
BBB,2014B,72400,-221.0
BBB,2014B,75118,-117.0
BBB,2014B,76196,-131.0
BBB,2014B,78255,-41.0
BBB,2014B,80001,-142.0
BBB,2014B,88340,-129.0
BBB,2014B,89092,-30.0
BBB,2014B,89778,-121.0
BBB,2014B,90361,-36.0
BBB,2014B,92274,-92.0
BBB,2014B,92341,-24.0
BBB,2014B,93925,-100.0
BBB,2014B,97006,-102.0
BBB,2014B,97865,-123.0
BBB,2014B,99799,-41.0
BBB,2014B,103535,-165.0
BBB,2014B,104238,-131.0
BBB,2014B,107713,-19.0
BBB,2014B,108799,-138.0
BBB,2014B,115452,-113.0
BBB,2014B,117699,-236.0
BBB,2014B,119471,-66.0
BBB,2014B,123270,-123.0
BBB,2014B,123462,-71.0
BBB,2014B,125055,-57.0
BBB,2014B,126608,-24.0
BBB,2014B,126713,-18.0
BBB,2014B,130013,-71.0
BBB,2014B,132972,-23.0
BBB,2014B,139250,-52.0
BBB,2014B,140719,-107.0
BBB,2014B,148427,-113.0
BBB,2014B,155631,-89.0
BBB,2014B,157276,-29.0
BBB,2014B,159293,-141.0
BBB,2014B,165904,-67.0
BBB,2014B,170519,-148.0
BBB,2014B,171751,-47.0
BBB,2014B,172137,-24.0
BBB,2014B,183287,-128.0
BBB,2014B,185021,-96.0
BBB,2014B,186565,-33.0
BBB,2014B,187257,-3.0
BBB,2014B,187601,-33.0
BBB,2014B,189035,-32.0
BBB,2014B,189986,-79.0
BBB,2014B,190352,-36.0
BBB,2014B,190565,-29.0
BBB,2014B,194073,-225.0
BBB,2014B,200506,-137.0
BBB,2014B,201431,-36.0
BBB,2014B,202394,-30.0
BBB,2014B,206003,-24.0
BBB,2014B,226747,-61.0
BBB,2014B,228481,-96.0
BBB,2014B,228784,-30.0
BBB,2014B,228824,-59.0
BBB,2014B,231959,81.0
BBB,2014B,232539,-36.0
BBB,2014B,233095,-107.0
BBB,2014B,233102,-145.0
BBB,2014B,235097,-102.0
BBB,2014B,235380,-31.0
BBB,2014B,235428,-131.0
BBB,2014B,236161,-24.0
BBB,2014B,238519,-158.0
BBB,2014B,242390,-51.0
BBB,2014B,244064,-87.0
BBB,2014B,247292,-54.0
BBB,2014B,247513,-54.0
BBB,2014B,250123,-58.0
BBB,2014B,252652,10.0
BBB,2014B,260955,-127.0
BBB,2014B,262294,-113.0
BBB,2014B,263098,-78.0
BBB,2014B,264106,-106.0
BBB,2014B,265958,59.0
BBB,2014B,266744,-8.0
BBB,2014B,268301,-71.0
BBB,2014B,270256,-173.0
BBB,2014B,271346,-113.0
BBB,2014B,271467,-64.0
BBB,2014B,275006,-53.0
BBB,2014B,275112,-127.0
BBB,2014B,279557,-75.0
BBB,2014B,282161,-31.0
BBB,2014B,282713,-75.0
BBB,2014B,283131,-31.0
BBB,2014B,283564,-127.0
BBB,2014B,283978,-60.0
BBB,2014B,284589,-53.0
BBB,2014B,284593,-95.0
BBB,2014B,285567,-179.0
BBB,2014B,286914,-73.0
BBB,2014B,287004,-47.0
BBB,2014B,288717,-141.0
BBB,2014B,288967,-29.0
BBB,2014B,289108,3.0
BBB,2014B,289993,-100.0
BBB,2014B,290914,-145.0
BBB,2014B,291844,-116.0
BBB,2014B,291848,-58.0
BBB,2014B,293992,-36.0
BBB,2014B,294513,-24.0
BBB,2014B,295728,-79.0
BBB,2014B,296232,-31.0
BBB,2014B,297179,-269.0
BBB,2014B,299027,-8.0
BBB,2014B,299485,-29.0
BBB,2014B,304607,-110.0
BBB,2014B,305307,-60.0
BBB,2014B,305373,-110.0
BBB,2014B,305824,-309.0
BBB,2014B,307386,-94.0
BBB,2014B,308345,-17.0
BBB,2014B,311599,-36.0
BBB,2014B,311889,-24.0
BBB,2014B,312275,-29.0
BBB,2014B,313246,-128.0
BBB,2014B,317855,-97.0
BBB,2014B,318500,-289.0
BBB,2014B,318876,-179.0
BBB,2014B,319606,-60.0
BBB,2014B,320363,-79.0
BBB,2014B,320661,-321.0
BBB,2014B,321121,-73.0
BBB,2014B,321142,-143.0
BBB,2014B,321346,-87.0
BBB,2014B,322325,-29.0
BBB,2014B,322509,-113.0
BBB,2014B,324907,-96.0
BBB,2014B,325080,-64.0
BBB,2014B,325308,-103.0
BBB,2014B,327003,-124.0
BBB,2014B,327641,-135.0
BBB,2014B,331156,-41.0
BBB,2014B,331494,-103.0
BBB,2014B,334023,-31.0
BBB,2014B,334565,-29.0
BBB,2014B,334981,-64.0
BBB,2014B,336356,-97.0
BBB,2014B,338168,-8.0
BBB,2014B,339381,-66.0
BBB,2014B,340831,11.0
BBB,2014B,340962,-135.0
BBB,2014B,341027,-190.0
BBB,2014B,342017,-89.0
BBB,2014B,347864,-31.0
BBB,2014B,348771,-29.0
BBB,2014B,349258,-57.0
BBB,2014B,349401,-208.0
BBB,2014B,351767,-144.0
BBB,2014B,352009,-107.0
BBB,2014B,352953,-128.0
BBB,2014B,354121,-29.0
BBB,2014B,354560,-107.0
BBB,2014B,354984,-117.0
BBB,2014B,355147,-110.0
BBB,2014B,355369,-124.0
BBB,2014B,355643,-102.0
BBB,2014B,356386,-78.0
BBB,2014B,358054,-50.0
BBB,2014B,358956,-32.0
BBB,2014B,359438,-127.0
BBB,2014B,360190,-82.0
BBB,2014B,363110,-137.0
BBB,2014B,363396,-51.0
BBB,2014B,364712,-145.0
BBB,2014B,365111,-75.0
BBB,2014B,365488,-31.0
BBB,2014B,366936,-117.0
BBB,2014B,367535,-36.0
BBB,2014B,369715,-36.0
BBB,2014B,370008,-60.0
BBB,2014B,372997,-92.0
BBB,2014B,374515,-24.0
BBB,2014B,374747,-29.0
BBB,2014B,375711,-60.0
BBB,2014B,375717,-36.0
BBB,2014B,376868,-124.0
BBB,2014B,377469,-173.0
BBB,2014B,377929,-170.0
BBB,2014B,379785,-22.0
BBB,2014B,380184,-23.0
BBB,2014B,380204,-68.0
BBB,2014B,381525,-113.0
BBB,2014B,381533,-64.0
BBB,2014B,381544,-29.0
BBB,2014B,381909,-24.0
BBB,2014B,381917,-94.0
BBB,2014B,382877,-111.0
BBB,2014B,383241,-134.0
BBB,2014B,383967,-66.0
BBB,2014B,384099,-100.0
BBB,2014B,384636,-29.0
BBB,2014B,384884,-81.0
BBB,2014B,386374,-29.0
BBB,2014B,387276,-109.0
BBB,2014B,388041,-79.0
BBB,2014B,388168,-53.0
BBB,2014B,389249,-36.0
BBB,2014B,391153,-17.0
BBB,2014B,391556,-32.0
BBB,2014B,392604,-168.0
BBB,2014B,392733,-51.0
BBB,2014B,393131,-172.0
BBB,2014B,394010,-32.0
BBB,2014B,394067,-128.0
BBB,2014B,394331,-97.0
BBB,2014B,394480,-131.0
BBB,2014B,394520,-114.0
BBB,2014B,395374,-29.0
BBB,2014B,396456,-24.0
BBB,2014B,396799,-68.0
BBB,2014B,397312,-149.0
BBB,2014B,397747,-22.0
BBB,2014B,397829,-32.0
BBB,2014B,400729,-142.0
BBB,2014B,401441,-80.0
BBB,2014B,405268,-18.0
BBB,2014B,406600,-59.0
BBB,2014B,406974,-36.0
BBB,2014B,407545,-31.0
BBB,2014B,408469,-52.0
BBB,2014B,408581,-29.0
BBB,2014B,411895,-131.0
BBB,2014B,412156,-23.0
BBB,2014B,415298,-136.0
BBB,2014B,417263,-75.0
BBB,2014B,417684,-29.0
BBB,2014B,420641,-137.0
BBB,2014B,420663,-102.0
BBB,2014B,421326,-61.0
BBB,2014B,421992,-82.0
BBB,2014B,423652,-29.0
BBB,2014B,424014,-17.0
BBB,2014B,424659,-110.0
BBB,2014B,424863,-52.0
BBB,2014B,429099,-192.0
BBB,2014B,429417,-52.0
BBB,2014B,429777,-32.0
BBB,2014B,430002,-114.0
BBB,2014B,432480,-110.0
BBB,2014B,435057,-120.0
BBB,2014B,435282,-88.0
BBB,2014B,437171,-100.0
BBB,2014B,437565,-41.0
BBB,2014B,438775,-94.0
BBB,2014B,439109,-29.0
BBB,2014B,439710,-146.0
BBB,2014B,439925,-72.0
BBB,2014B,440075,-92.0
BBB,2014B,440664,-67.0
BBB,2014B,442497,-52.0
BBB,2014B,444221,-65.0
